Time	MsgType	Sender	Target	ClOrdID	Side	Exchange	Symbol	Account	OrderQty	Price	OrdStatus	ExecID	AvgPx	CumQty	LeavesQty	LastPx	LastQty
15:13:03	8	KSFMQ	CYHFMQ	yh119	1	sfe	al1110	4009	1	278.1000	2	1-yh119	278.1000	1	0	278.1000	1
15:13:03	8	KSFMQ	CYHFMQ	yh120	1	sfe	al1110	4009	1	278.1000	2	1-yh120	278.1000	1	0	278.1000	1
15:13:03	8	KSFMQ	CYHFMQ	yh121	1	sfe	al1110	4009	1	278.1000	2	1-yh121	278.1000	1	0	278.1000	1
15:13:03	8	KSFMQ	CYHFMQ	yh122	1	sfe	al1110	4009	1	278.1000	2	1-yh122	278.1000	1	0	278.1000	1
15:13:03	8	KSFMQ	CYHFMQ	yh123	1	sfe	al1110	4009	1	278.1000	2	1-yh123	278.1000	1	0	278.1000	1
15:13:03	8	KSFMQ	CYHFMQ	yh124	1	sfe	al1110	4009	1	278.1000	2	1-yh124	278.1000	1	0	278.1000	1
15:13:03	8	KSFMQ	CYHFMQ	yh125	1	sfe	al1110	4009	1	278.1000	2	1-yh125	278.1000	1	0	278.1000	1
15:13:03	8	KSFMQ	CYHFMQ	yh126	1	sfe	al1110	4009	1	278.1000	2	1-yh126	278.1000	1	0	278.1000	1
15:13:03	8	KSFMQ	CYHFMQ	yh127	1	sfe	al1110	4009	1	278.1000	2	1-yh127	278.1000	1	0	278.1000	1
15:13:04	8	KSFMQ	CYHFMQ	yh128	1	sfe	al1110	4009	1	278.1000	2	1-yh128	278.1000	1	0	278.1000	1
15:13:04	8	KSFMQ	CYHFMQ	yh129	1	sfe	al1110	4009	1	278.1000	2	1-yh129	278.1000	1	0	278.1000	1
15:13:04	8	KSFMQ	CYHFMQ	yh130	1	sfe	al1110	4009	1	278.1000	2	1-yh130	278.1000	1	0	278.1000	1
15:13:04	8	KSFMQ	CYHFMQ	yh131	1	sfe	al1110	4009	1	278.1000	2	1-yh131	278.1000	1	0	278.1000	1
15:13:04	8	KSFMQ	CYHFMQ	yh132	1	sfe	al1110	4009	1	278.1000	2	1-yh132	278.1000	1	0	278.1000	1
15:13:04	8	KSFMQ	CYHFMQ	yh133	1	sfe	al1110	4009	1	278.1000	2	1-yh133	278.1000	1	0	278.1000	1
15:13:04	8	KSFMQ	CYHFMQ	yh134	1	sfe	al1110	4009	1	278.1000	2	1-yh134	278.1000	1	0	278.1000	1
15:13:04	8	KSFMQ	CYHFMQ	yh135	1	sfe	al1110	4009	1	278.1000	2	1-yh135	278.1000	1	0	278.1000	1
15:13:04	8	KSFMQ	CYHFMQ	yh136	1	sfe	al1110	4009	1	278.1000	2	1-yh136	278.1000	1	0	278.1000	1
15:13:04	8	KSFMQ	CYHFMQ	yh137	1	sfe	al1110	4009	1	278.1000	2	1-yh137	278.1000	1	0	278.1000	1
15:13:04	8	KSFMQ	CYHFMQ	yh138	1	sfe	al1110	4009	1	278.1000	2	1-yh138	278.1000	1	0	278.1000	1
15:13:04	8	KSFMQ	CYHFMQ	yh139	1	sfe	al1110	4009	1	278.1000	2	1-yh139	278.1000	1	0	278.1000	1
15:13:04	8	KSFMQ	CYHFMQ	yh140	1	sfe	al1110	4009	1	278.1000	2	1-yh140	278.1000	1	0	278.1000	1
15:13:04	8	KSFMQ	CYHFMQ	yh141	1	sfe	al1110	4009	1	278.1000	2	1-yh141	278.1000	1	0	278.1000	1
15:13:04	8	KSFMQ	CYHFMQ	yh142	1	sfe	al1110	4009	1	278.1000	2	1-yh142	278.1000	1	0	278.1000	1
15:13:04	8	KSFMQ	CYHFMQ	yh143	1	sfe	al1110	4009	1	278.1000	2	1-yh143	278.1000	1	0	278.1000	1
15:13:04	8	KSFMQ	CYHFMQ	yh144	1	sfe	al1110	4009	1	278.1000	2	1-yh144	278.1000	1	0	278.1000	1
15:13:05	8	KSFMQ	CYHFMQ	yh145	1	sfe	al1110	4009	1	278.1000	2	1-yh145	278.1000	1	0	278.1000	1
15:13:05	8	KSFMQ	CYHFMQ	yh146	1	sfe	al1110	4009	1	278.1000	2	1-yh146	278.1000	1	0	278.1000	1
15:30:31	8	KSFMQ	CYHFMQ	yh147	1	sfe	al1110	4009	1	278.1000	2	1-yh147	278.1000	1	0	278.1000	1
15:40:44	8	KSFMQ	CYHFMQ	yh148	1	sfe	al1110	4009	1	278.1000	2	1-yh148	278.1000	1	0	278.1000	1
15:40:44	8	KSFMQ	CYHFMQ	yh149	1	sfe	al1110	4009	1	278.1000	2	1-yh149	278.1000	1	0	278.1000	1
