SessionID	ClOrdID	Exchange	HH:MM:SS	Status	TimeD	Time8A	Time80	P-N	NC-N	Time81	Msg_D	Msg_8A	Msg_80	E1-D
KSFMQ-CYHFMQ	11=yh290	sfe	16:34:47	2	286721007			-286721007	-286721007	286721023	577	0	0	16
KSFMQ-CYHFMQ	11=yh291	sfe	16:34:47	2	286721007			-286721007	-286721007	286721023	578	0	0	16
KSFMQ-CYHFMQ	11=yh292	sfe	16:34:47	2	286721007			-286721007	-286721007	286721023	579	0	0	16
KSFMQ-CYHFMQ	11=yh293	sfe	16:34:47	2	286721023			-286721023	-286721023	286721039	584	0	0	16
KSFMQ-CYHFMQ	11=yh294	sfe	16:34:47	2	286721039			-286721039	-286721039	286721039	586	0	0	0
KSFMQ-CYHFMQ	11=yh295	sfe	16:34:47	2	286721039			-286721039	-286721039	286721039	588	0	0	0
KSFMQ-CYHFMQ	11=yh296	sfe	16:34:47	2	286721039			-286721039	-286721039	286721039	590	0	0	0
KSFMQ-CYHFMQ	11=yh297	sfe	16:34:47	2	286721054			-286721054	-286721054	286721070	592	0	0	16
KSFMQ-CYHFMQ	11=yh298	sfe	16:34:47	2	286721054			-286721054	-286721054	286721070	593	0	0	16
KSFMQ-CYHFMQ	11=yh299	sfe	16:34:47	2	286721054			-286721054	-286721054	286721070	594	0	0	16
KSFMQ-CYHFMQ	11=yh300	sfe	16:34:47	2	286721085			-286721085	-286721085	286721101	598	0	0	16
KSFMQ-CYHFMQ	11=yh301	sfe	16:34:47	2	286721101			-286721101	-286721101	286721101	600	0	0	0
KSFMQ-CYHFMQ	11=yh302	sfe	16:34:47	2	286721101			-286721101	-286721101	286721101	602	0	0	0
KSFMQ-CYHFMQ	11=yh303	sfe	16:34:47	2	286721101			-286721101	-286721101	286721101	604	0	0	0
KSFMQ-CYHFMQ	11=yh304	sfe	16:34:47	2	286721304			-286721304	-286721304	286721304	606	0	0	0
KSFMQ-CYHFMQ	11=yh305	sfe	16:34:47	2	286721304			-286721304	-286721304	286721304	607	0	0	0
KSFMQ-CYHFMQ	11=yh306	sfe	16:34:47	2	286721304			-286721304	-286721304	286721304	610	0	0	0
KSFMQ-CYHFMQ	11=yh307	sfe	16:34:47	2	286721319			-286721319	-286721319	286721319	612	0	0	0
KSFMQ-CYHFMQ	11=yh308	sfe	16:34:47	2	286721319			-286721319	-286721319	286721319	614	0	0	0
KSFMQ-CYHFMQ	11=yh309	sfe	16:34:47	2	286721335			-286721335	-286721335	286721335	616	0	0	0
KSFMQ-CYHFMQ	11=yh310	sfe	16:34:47	2	286721351			-286721351	-286721351	286721351	618	0	0	0
KSFMQ-CYHFMQ	11=yh311	sfe	16:34:47	2	286721366			-286721366	-286721366	286721382	620	0	0	16
KSFMQ-CYHFMQ	11=yh312	sfe	16:34:47	2	286721382			-286721382	-286721382	286721382	622	0	0	0
KSFMQ-CYHFMQ	11=yh313	sfe	16:34:47	2	286721413			-286721413	-286721413	286721429	624	0	0	16
KSFMQ-CYHFMQ	11=yh314	sfe	16:34:47	2	286721429			-286721429	-286721429	286721429	626	0	0	0
KSFMQ-CYHFMQ	11=yh315	sfe	16:34:47	2	286721429			-286721429	-286721429	286721429	628	0	0	0
KSFMQ-CYHFMQ	11=yh316	sfe	16:34:47	2	286721460			-286721460	-286721460	286721475	630	0	0	15
KSFMQ-CYHFMQ	11=yh317	sfe	16:34:47	2	286721475			-286721475	-286721475	286721475	632	0	0	0
KSFMQ-CYHFMQ	11=yh318	sfe	16:34:47	2	286721507			-286721507	-286721507	286721522	634	0	0	15
KSFMQ-CYHFMQ	11=yh319	sfe	16:34:47	2	286721507			-286721507	-286721507	286721522	635	0	0	15
KSFMQ-CYHFMQ	11=yh320	sfe	16:34:47	2	286721522			-286721522	-286721522	286721522	638	0	0	0
KSFMQ-CYHFMQ	11=yh321	sfe	16:34:47	2	286721522			-286721522	-286721522	286721522	640	0	0	0
KSFMQ-CYHFMQ	11=yh322	sfe	16:34:47	2	286721553			-286721553	-286721553	286721569	642	0	0	16
KSFMQ-CYHFMQ	11=yh323	sfe	16:34:47	2	286721569			-286721569	-286721569	286721569	644	0	0	0
KSFMQ-CYHFMQ	11=yh324	sfe	16:34:47	2	286721569			-286721569	-286721569	286721569	646	0	0	0
KSFMQ-CYHFMQ	11=yh325	sfe	16:34:48	2	286721600			-286721600	-286721600	286721616	648	0	0	16
KSFMQ-CYHFMQ	11=yh326	sfe	16:34:48	2	286721600			-286721600	-286721600	286721616	649	0	0	16
KSFMQ-CYHFMQ	11=yh327	sfe	16:34:48	2	286721600			-286721600	-286721600	286721616	650	0	0	16
KSFMQ-CYHFMQ	11=yh328	sfe	16:34:48	2	286721647			-286721647	-286721647	286721663	654	0	0	16
KSFMQ-CYHFMQ	11=yh329	sfe	16:34:48	2	286721647			-286721647	-286721647	286721663	655	0	0	16
KSFMQ-CYHFMQ	11=yh330	sfe	16:34:48	2	286721647			-286721647	-286721647	286721663	656	0	0	16
KSFMQ-CYHFMQ	11=yh331	sfe	16:34:48	2	286721694			-286721694	-286721694	286721709	660	0	0	15
KSFMQ-CYHFMQ	11=yh332	sfe	16:34:48	2	286721694			-286721694	-286721694	286721709	661	0	0	15
KSFMQ-CYHFMQ	11=yh333	sfe	16:34:48	2	286721694			-286721694	-286721694	286721709	662	0	0	15
KSFMQ-CYHFMQ	11=yh334	sfe	16:34:48	2	286721694			-286721694	-286721694	286721709	663	0	0	15
KSFMQ-CYHFMQ	11=yh335	sfe	16:34:48	2	286721741			-286721741	-286721741	286721756	668	0	0	15
KSFMQ-CYHFMQ	11=yh336	sfe	16:34:48	2	286721756			-286721756	-286721756	286721756	670	0	0	0
KSFMQ-CYHFMQ	11=yh337	sfe	16:34:48	2	286721756			-286721756	-286721756	286721756	672	0	0	0
KSFMQ-CYHFMQ	11=yh338	sfe	16:34:48	2	286721756			-286721756	-286721756	286721756	674	0	0	0
KSFMQ-CYHFMQ	11=yh339	sfe	16:34:48	2	286721787			-286721787	-286721787	286721803	676	0	0	16
KSFMQ-CYHFMQ	11=yh340	sfe	16:34:48	2	286721803			-286721803	-286721803	286721803	677	0	0	0
KSFMQ-CYHFMQ	11=yh341	sfe	16:34:48	2	286721819			-286721819	-286721819	286721834	680	0	0	15
KSFMQ-CYHFMQ	11=yh342	sfe	16:34:48	2	286721834			-286721834	-286721834	286721850	682	0	0	16
KSFMQ-CYHFMQ	11=yh343	sfe	16:34:48	2	286721834			-286721834	-286721834	286721850	683	0	0	16
KSFMQ-CYHFMQ	11=yh344	sfe	16:34:48	2	286721850			-286721850	-286721850	286721850	686	0	0	0
KSFMQ-CYHFMQ	11=yh345	sfe	16:34:48	2	286721850			-286721850	-286721850	286721850	688	0	0	0
KSFMQ-CYHFMQ	11=yh346	sfe	16:34:48	2	286721881			-286721881	-286721881	286721897	690	0	0	16
KSFMQ-CYHFMQ	11=yh347	sfe	16:34:48	2	286721881			-286721881	-286721881	286721897	691	0	0	16
KSFMQ-CYHFMQ	11=yh348	sfe	16:34:48	2	286721897			-286721897	-286721897	286721897	694	0	0	0
KSFMQ-CYHFMQ	11=yh349	sfe	16:34:48	2	286721928			-286721928	-286721928	286721943	696	0	0	15
KSFMQ-CYHFMQ	11=yh350	sfe	16:34:48	2	286721928			-286721928	-286721928	286721943	697	0	0	15
KSFMQ-CYHFMQ	11=yh351	sfe	16:34:48	2	286721928			-286721928	-286721928	286721943	698	0	0	15
KSFMQ-CYHFMQ	11=yh352	sfe	16:34:48	2	286721975			-286721975	-286721975	286721990	702	0	0	15
KSFMQ-CYHFMQ	11=yh353	sfe	16:34:48	2	286721975			-286721975	-286721975	286721990	703	0	0	15
KSFMQ-CYHFMQ	11=yh354	sfe	16:34:48	2	286721975			-286721975	-286721975	286721990	704	0	0	15
KSFMQ-CYHFMQ	11=yh355	sfe	16:34:48	2	286721990			-286721990	-286721990	286721990	706	0	0	0
KSFMQ-CYHFMQ	11=yh356	sfe	16:34:48	2	286721990			-286721990	-286721990	286721990	710	0	0	0
KSFMQ-CYHFMQ	11=yh357	sfe	16:34:48	2	286722021			-286722021	-286722021	286722037	712	0	0	16
KSFMQ-CYHFMQ	11=yh358	sfe	16:34:48	2	286722037			-286722037	-286722037	286722037	714	0	0	0
KSFMQ-CYHFMQ	11=yh359	sfe	16:36:51	2	286844966			-286844966	-286844966	286844981	716	0	0	15
KSFMQ-CYHFMQ	11=yh360	sfe	16:36:51	2	286844966			-286844966	-286844966	286844981	717	0	0	15
KSFMQ-CYHFMQ	11=yh361	sfe	16:36:51	2	286844966			-286844966	-286844966	286844981	718	0	0	15
KSFMQ-CYHFMQ	11=yh362	sfe	16:36:51	2	286844981			-286844981	-286844981	286844981	719	0	0	0
KSFMQ-CYHFMQ	11=yh363	sfe	16:36:51	2	286844981			-286844981	-286844981	286844997	724	0	0	16
KSFMQ-CYHFMQ	11=yh364	sfe	16:36:51	2	286844981			-286844981	-286844981	286844997	725	0	0	16
KSFMQ-CYHFMQ	11=yh365	sfe	16:36:51	2	286845013			-286845013	-286845013	286845028	728	0	0	15
KSFMQ-CYHFMQ	11=yh366	sfe	16:36:51	2	286845013			-286845013	-286845013	286845028	729	0	0	15
KSFMQ-CYHFMQ	11=yh367	sfe	16:36:51	2	286845013			-286845013	-286845013	286845028	730	0	0	15
KSFMQ-CYHFMQ	11=yh368	sfe	16:36:51	2	286845028			-286845028	-286845028	286845028	734	0	0	0
KSFMQ-CYHFMQ	11=yh369	sfe	17:34:32	2	290306425			-290306425	-290306425	290306441	736	0	0	16
KSFMQ-CYHFMQ	11=yh370	sfe	17:34:32	2	290306488			-290306488	-290306488	290306503	738	0	0	15
KSFMQ-CYHFMQ	11=yh371	sfe	17:34:32	2	290306488			-290306488	-290306488	290306503	739	0	0	15
KSFMQ-CYHFMQ	11=yh372	sfe	17:34:33	2	290306644			-290306644	-290306644	290306644	742	0	0	0
KSFMQ-CYHFMQ	11=yh373	sfe	17:34:33	2	290306644			-290306644	-290306644	290306644	744	0	0	0
KSFMQ-CYHFMQ	11=yh374	sfe	17:34:33	2	290306644			-290306644	-290306644	290306644	746	0	0	0
KSFMQ-CYHFMQ	11=yh375	sfe	17:34:33	2	290306644			-290306644	-290306644	290306644	748	0	0	0
KSFMQ-CYHFMQ	11=yh376	sfe	17:34:33	D	290306644			-290306644	-290306644		751	0	0	-290306644
KSFMQ-CYHFMQ	11=yh377	sfe	17:34:33	2	290306659			-290306659	-290306659	290306675	752	0	0	16
KSFMQ-CYHFMQ	11=yh378	sfe	17:34:33	2	290306659			-290306659	-290306659	290306675	753	0	0	16
KSFMQ-CYHFMQ	11=yh379	sfe	17:34:33	2	290306659			-290306659	-290306659	290306675	754	0	0	16
KSFMQ-CYHFMQ	11=yh380	sfe	17:34:33	2	290306659			-290306659	-290306659	290306675	755	0	0	16
KSFMQ-CYHFMQ	11=yh381	sfe	17:34:33	2	290306659			-290306659	-290306659	290306675	756	0	0	16
KSFMQ-CYHFMQ	11=yh382	sfe	17:34:33	2	290306659			-290306659	-290306659	290306675	757	0	0	16
KSFMQ-CYHFMQ	11=yh383	sfe	17:34:33	2	290306675			-290306675	-290306675	290306690	764	0	0	15
KSFMQ-CYHFMQ	11=yh384	sfe	17:34:33	2	290306675			-290306675	-290306675	290306690	765	0	0	15
KSFMQ-CYHFMQ	11=yh385	sfe	17:34:33	2	290306675			-290306675	-290306675	290306690	766	0	0	15
KSFMQ-CYHFMQ	11=yh386	sfe	17:34:33	2	290306690			-290306690	-290306690	290306690	770	0	0	0
KSFMQ-CYHFMQ	11=yh387	sfe	17:34:33	2	290306722			-290306722	-290306722	290306737	772	0	0	15
KSFMQ-CYHFMQ	11=yh388	sfe	17:34:33	2	290306753			-290306753	-290306753	290306753	774	0	0	0
KSFMQ-CYHFMQ	11=yh389	sfe	17:34:33	2	290306768			-290306768	-290306768	290306784	776	0	0	16
KSFMQ-CYHFMQ	11=yh390	sfe	17:34:33	2	290306768			-290306768	-290306768	290306784	777	0	0	16
KSFMQ-CYHFMQ	11=yh391	sfe	17:34:33	2	290306768			-290306768	-290306768	290306784	778	0	0	16
KSFMQ-CYHFMQ	11=yh392	sfe	17:34:33	2	290306815			-290306815	-290306815	290306831	782	0	0	16
KSFMQ-CYHFMQ	11=yh393	sfe	17:34:33	2	290306815			-290306815	-290306815	290306831	783	0	0	16
KSFMQ-CYHFMQ	11=yh394	sfe	17:34:33	2	290306862			-290306862	-290306862	290306878	786	0	0	16
KSFMQ-CYHFMQ	11=yh395	sfe	17:34:33	2	290306878			-290306878	-290306878	290306878	788	0	0	0
KSFMQ-CYHFMQ	11=yh396	sfe	17:34:33	2	290306893			-290306893	-290306893	290306893	790	0	0	0
KSFMQ-CYHFMQ	11=yh397	sfe	17:34:33	2	290306956			-290306956	-290306956	290306971	792	0	0	15
KSFMQ-CYHFMQ	11=yh398	sfe	17:34:33	2	290306971			-290306971	-290306971	290306971	794	0	0	0
KSFMQ-CYHFMQ	11=yh399	sfe	17:34:33	2	290306971			-290306971	-290306971	290306987	796	0	0	16
KSFMQ-CYHFMQ	11=yh400	sfe	17:34:33	2	290307002			-290307002	-290307002	290307018	798	0	0	16
KSFMQ-CYHFMQ	11=yh401	sfe	17:34:33	2	290307034			-290307034	-290307034	290307049	800	0	0	15
KSFMQ-CYHFMQ	11=yh402	sfe	17:34:33	2	290307096			-290307096	-290307096	290307112	802	0	0	16
KSFMQ-CYHFMQ	11=yh403	sfe	17:34:33	2	290307096			-290307096	-290307096	290307112	803	0	0	16
KSFMQ-CYHFMQ	11=yh404	sfe	17:34:33	2	290307096			-290307096	-290307096	290307112	804	0	0	16
KSFMQ-CYHFMQ	11=yh405	sfe	17:34:33	2	290307096			-290307096	-290307096	290307112	805	0	0	16
KSFMQ-CYHFMQ	11=yh406	sfe	17:34:33	2	290307112			-290307112	-290307112	290307112	806	0	0	0
KSFMQ-CYHFMQ	11=yh407	sfe	17:34:33	2	290307158			-290307158	-290307158	290307174	812	0	0	16
KSFMQ-CYHFMQ	11=yh408	sfe	17:34:33	2	290307174			-290307174	-290307174	290307190	814	0	0	16
KSFMQ-CYHFMQ	11=yh409	sfe	17:34:33	2	290307174			-290307174	-290307174	290307190	815	0	0	16
KSFMQ-CYHFMQ	11=yh410	sfe	17:34:33	2	290307190			-290307190	-290307190	290307205	818	0	0	15
KSFMQ-CYHFMQ	11=yh411	sfe	17:34:33	2	290307205			-290307205	-290307205	290307221	820	0	0	16
KSFMQ-CYHFMQ	11=yh412	sfe	17:34:33	2	290307205			-290307205	-290307205	290307221	821	0	0	16
KSFMQ-CYHFMQ	11=yh413	sfe	17:34:33	2	290307221			-290307221	-290307221	290307221	824	0	0	0
KSFMQ-CYHFMQ	11=yh414	sfe	17:34:33	2	290307221			-290307221	-290307221	290307221	826	0	0	0
KSFMQ-CYHFMQ	11=yh415	sfe	17:34:33	2	290307252			-290307252	-290307252	290307268	828	0	0	16
KSFMQ-CYHFMQ	11=yh416	sfe	17:34:33	2	290307252			-290307252	-290307252	290307268	829	0	0	16
KSFMQ-CYHFMQ	11=yh417	sfe	17:34:33	2	290307268			-290307268	-290307268	290307283	832	0	0	15
KSFMQ-CYHFMQ	11=yh418	sfe	17:34:33	2	290307268			-290307268	-290307268	290307283	833	0	0	15
KSFMQ-CYHFMQ	11=yh419	sfe	17:34:33	2	290307268			-290307268	-290307268	290307283	834	0	0	15
KSFMQ-CYHFMQ	11=yh420	sfe	17:34:33	2	290307314			-290307314	-290307314	290307330	838	0	0	16
KSFMQ-CYHFMQ	11=yh421	sfe	17:34:33	2	290307330			-290307330	-290307330	290307330	840	0	0	0
KSFMQ-CYHFMQ	11=yh422	sfe	17:34:33	2	290307392			-290307392	-290307392	290307392	842	0	0	0
KSFMQ-CYHFMQ	11=yh423	sfe	17:34:33	2	290307392			-290307392	-290307392	290307392	843	0	0	0
KSFMQ-CYHFMQ	11=yh424	sfe	17:34:33	2	290307392			-290307392	-290307392	290307392	846	0	0	0
KSFMQ-CYHFMQ	11=yh425	sfe	17:34:33	2	290307408			-290307408	-290307408	290307408	848	0	0	0
KSFMQ-CYHFMQ	11=yh426	sfe	17:34:33	2	290307408			-290307408	-290307408	290307408	850	0	0	0
KSFMQ-CYHFMQ	11=yh427	sfe	17:34:33	2	290307424			-290307424	-290307424	290307439	852	0	0	15
KSFMQ-CYHFMQ	11=yh428	sfe	17:34:33	2	290307424			-290307424	-290307424	290307439	853	0	0	15
KSFMQ-CYHFMQ	11=yh429	sfe	17:34:33	2	290307424			-290307424	-290307424	290307439	854	0	0	15
KSFMQ-CYHFMQ	11=yh430	sfe	17:34:33	2	290307470			-290307470	-290307470	290307486	858	0	0	16
KSFMQ-CYHFMQ	11=yh431	sfe	17:34:34	2	290307517			-290307517	-290307517	290307533	860	0	0	16
KSFMQ-CYHFMQ	11=yh432	sfe	17:34:34	2	290307533			-290307533	-290307533	290307533	862	0	0	0
KSFMQ-CYHFMQ	11=yh433	sfe	17:34:34	2	290307533			-290307533	-290307533	290307533	864	0	0	0
KSFMQ-CYHFMQ	11=yh434	sfe	17:34:34	2	290307580			-290307580	-290307580	290307595	866	0	0	15
KSFMQ-CYHFMQ	11=yh435	sfe	17:34:34	2	290307580			-290307580	-290307580	290307595	867	0	0	15
KSFMQ-CYHFMQ	11=yh436	sfe	17:34:34	2	290307626			-290307626	-290307626	290307642	870	0	0	16
KSFMQ-CYHFMQ	11=yh437	sfe	17:34:34	2	290307642			-290307642	-290307642	290307658	872	0	0	16
KSFMQ-CYHFMQ	11=yh438	sfe	17:34:34	2	290307642			-290307642	-290307642	290307658	873	0	0	16
KSFMQ-CYHFMQ	11=yh439	sfe	17:34:34	2	290307689			-290307689	-290307689	290307689	876	0	0	0
KSFMQ-CYHFMQ	11=yh440	sfe	17:34:34	2	290307689			-290307689	-290307689	290307704	878	0	0	15
KSFMQ-CYHFMQ	11=yh441	sfe	17:34:34	2	290307751			-290307751	-290307751	290307767	880	0	0	16
KSFMQ-CYHFMQ	11=yh442	sfe	17:34:34	2	290307751			-290307751	-290307751	290307767	881	0	0	16
KSFMQ-CYHFMQ	11=yh443	sfe	17:34:34	2	290307767			-290307767	-290307767	290307767	884	0	0	0
KSFMQ-CYHFMQ	11=yh444	sfe	17:34:34	2	290307782			-290307782	-290307782	290307798	886	0	0	16
KSFMQ-CYHFMQ	11=yh445	sfe	17:34:34	2	290307798			-290307798	-290307798	290307798	888	0	0	0
KSFMQ-CYHFMQ	11=yh446	sfe	17:34:34	2	290307798			-290307798	-290307798	290307814	890	0	0	16
KSFMQ-CYHFMQ	11=yh447	sfe	17:34:34	2	290307814			-290307814	-290307814	290307814	891	0	0	0
KSFMQ-CYHFMQ	11=yh448	sfe	17:34:34	2	290307814			-290307814	-290307814	290307814	894	0	0	0
KSFMQ-CYHFMQ	11=yh449	sfe	17:34:34	2	290307845			-290307845	-290307845	290307860	896	0	0	15
KSFMQ-CYHFMQ	11=yh450	sfe	17:34:34	2	290307845			-290307845	-290307845	290307860	897	0	0	15
KSFMQ-CYHFMQ	11=yh451	sfe	17:34:34	2	290307923			-290307923	-290307923	290307938	900	0	0	15
KSFMQ-CYHFMQ	11=yh452	sfe	17:34:34	2	290307923			-290307923	-290307923	290307938	901	0	0	15
KSFMQ-CYHFMQ	11=yh453	sfe	17:34:34	2	290307923			-290307923	-290307923	290307938	902	0	0	15
KSFMQ-CYHFMQ	11=yh454	sfe	17:34:34	2	290307938			-290307938	-290307938	290307954	906	0	0	16
KSFMQ-CYHFMQ	11=yh455	sfe	17:34:34	2	290307954			-290307954	-290307954	290307954	908	0	0	0
KSFMQ-CYHFMQ	11=yh456	sfe	17:34:34	2	290308001			-290308001	-290308001	290308016	910	0	0	15
KSFMQ-CYHFMQ	11=yh457	sfe	17:34:34	2	290308001			-290308001	-290308001	290308016	911	0	0	15
KSFMQ-CYHFMQ	11=yh458	sfe	17:34:34	2	290308016			-290308016	-290308016	290308016	914	0	0	0
KSFMQ-CYHFMQ	11=yh459	sfe	17:34:34	2	290308063			-290308063	-290308063	290308079	916	0	0	16
KSFMQ-CYHFMQ	11=yh460	sfe	17:34:34	2	290308063			-290308063	-290308063	290308079	917	0	0	16
KSFMQ-CYHFMQ	11=yh461	sfe	17:34:34	2	290308126			-290308126	-290308126	290308141	920	0	0	15
KSFMQ-CYHFMQ	11=yh462	sfe	17:34:34	2	290308126			-290308126	-290308126	290308141	921	0	0	15
KSFMQ-CYHFMQ	11=yh463	sfe	17:34:34	2	290308141			-290308141	-290308141	290308141	924	0	0	0
KSFMQ-CYHFMQ	11=yh464	sfe	17:34:34	2	290308157			-290308157	-290308157	290308172	926	0	0	15
KSFMQ-CYHFMQ	11=yh465	sfe	17:34:34	2	290308157			-290308157	-290308157	290308172	927	0	0	15
KSFMQ-CYHFMQ	11=yh466	sfe	17:34:34	2	290308204			-290308204	-290308204	290308219	930	0	0	15
KSFMQ-CYHFMQ	11=yh467	sfe	17:34:34	2	290308219			-290308219	-290308219	290308235	932	0	0	16
KSFMQ-CYHFMQ	11=yh468	sfe	17:34:34	2	290308219			-290308219	-290308219	290308235	933	0	0	16
KSFMQ-CYHFMQ	11=yh469	sfe	17:35:16	2	290350308			-290350308	-290350308	290350324	936	0	0	16
KSFMQ-CYHFMQ	11=yh470	sfe	17:35:16	2	290350308			-290350308	-290350308	290350324	937	0	0	16
KSFMQ-CYHFMQ	11=yh471	sfe	17:35:16	2	290350308			-290350308	-290350308	290350324	938	0	0	16
KSFMQ-CYHFMQ	11=yh472	sfe	17:35:16	2	290350308			-290350308	-290350308	290350324	939	0	0	16
KSFMQ-CYHFMQ	11=yh473	sfe	17:35:16	2	290350324			-290350324	-290350324	290350324	940	0	0	0
KSFMQ-CYHFMQ	11=yh474	sfe	17:35:16	2	290350324			-290350324	-290350324	290350324	941	0	0	0
KSFMQ-CYHFMQ	11=yh475	sfe	17:35:16	2	290350355			-290350355	-290350355	290350371	948	0	0	16
KSFMQ-CYHFMQ	11=yh476	sfe	17:35:16	2	290350355			-290350355	-290350355	290350371	949	0	0	16
KSFMQ-CYHFMQ	11=yh477	sfe	17:35:16	2	290350371			-290350371	-290350371	290350371	951	0	0	0
KSFMQ-CYHFMQ	11=yh478	sfe	17:35:16	2	290350371			-290350371	-290350371	290350386	954	0	0	15
